Age_group,Education_gen,Occupation_gen,Relationship,Sex,Region
21-30,Dropout,Management, Husband, Male,North America
31-40,HighSchool,Service, Unmarried, Female,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
41-50,Dropout,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Transport, Not-in-family, Male,North America
21-30,HighSchool,Sales, Own-child, Male,North America
21-30,HigherEd,Professional, Husband, Male,North America
21-30,10Th,, Own-child, Male,North America
51-60,Associate,Management, Husband, Male,North America
21-30,Associate,Professional, Husband, Male,North America
31-40,Associate,Service, Not-in-family, Female,Columbia
31-40,HigherEd,Sales, Husband, Male,North America
21-30,HighSchool,, Not-in-family, Female,North America
60+,Dropout,Skilled Trade, Husband, Male,North America
51-60,Associate,Transport, Husband, Male,North America
31-40,Dropout,Service, Own-child, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
31-40,HigherEd,Management, Not-in-family, Female,North America
60+,HighSchool,, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Not-in-family, Male,North America
60+,HighSchool,Manufacturing, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Not-in-family, Male,North America
41-50,Associate,Priv-House-Serv, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
31-40,12Th,Manual Labor, Husband, Male,North America
21-30,HighSchool,Sales, Own-child, Female,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
51-60,HighSchool,Clerical, Unmarried, Female,Latin America
41-50,Dropout,Manufacturing, Husband, Male,North America
31-40,HighSchool,Sales, Wife, Female,North America
60+,HighSchool,Service, Unmarried, Female,North America
41-50,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HighSchool,Protective-Serv, Husband, Male,North America
60+,HigherEd,Professional, Unmarried, Female,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
41-50,Dropout,Manual Labor, Not-in-family, Male,North America
21-30,HighSchool,Manufacturing, Own-child, Female,North America
31-40,HigherEd,Tech-Support, Not-in-family, Male,North America
60+,HigherEd,Professional, Not-in-family, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Sales, Not-in-family, Male,North America
41-50,HighSchool,Sales, Husband, Male,North America
41-50,Associate,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Unmarried, Male,North America
21-30,HigherEd,Service, Not-in-family, Female,North America
41-50,HighSchool,Transport, Husband, Male,North America
21-30,HighSchool,Service, Not-in-family, Female,North America
31-40,Prof-School,Skilled Trade, Husband, Male,North America
31-40,Associate,Professional, Not-in-family, Female,North America
41-50,Associate,Skilled Trade, Husband, Male,North America
51-60,10Th,Sales, Wife, Female,Japan
21-30,Dropout,Transport, Other-relative, Male,North America
31-40,HigherEd,Professional, Not-in-family, Female,North America
41-50,HighSchool,Clerical, Not-in-family, Female,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
31-40,HigherEd,Professional, Not-in-family, Female,North America
21-30,Associate,Management, Own-child, Male,North America
41-50,HighSchool,Professional, Unmarried, Female,North America
51-60,HighSchool,Management, Husband, Male,North America
21-30,HighSchool,Management, Unmarried, Female,North America
41-50,HighSchool,Clerical, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
21-30,HighSchool,Professional, Not-in-family, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Unmarried, Male,North America
51-60,HigherEd,Sales, Husband, Male,North America
41-50,Associate,Skilled Trade, Unmarried, Male,North America
31-40,HighSchool,Clerical, Own-child, Male,North America
21-30,Associate,Clerical, Not-in-family, Female,Germany
0-20,HighSchool,Manufacturing, Own-child, Female,North America
0-20,HighSchool,Service, Own-child, Female,North America
41-50,Dropout,Skilled Trade, Husband, Male,North America
60+,HighSchool,, Husband, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
21-30,Dropout,, Own-child, Female,North America
51-60,Prof-School,Sales, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
31-40,HigherEd,Sales, Husband, Male,North America
21-30,HigherEd,Tech-Support, Other-relative, Male,North America
51-60,HighSchool,Manufacturing, Husband, Male,North America
60+,HigherEd,Professional, Husband, Male,North America
41-50,Associate,Tech-Support, Husband, Male,North America
60+,Prof-School,Professional, Husband, Male,North America
21-30,1St-4Th,Service, Other-relative, Male,El-Salvador
60+,Dropout,Service, Husband, Male,South
51-60,Associate,Skilled Trade, Not-in-family, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
21-30,HigherEd,Clerical, Not-in-family, Male,Poland
60+,HigherEd,Agriculture, Husband, Male,North America
31-40,HighSchool,Service, Not-in-family, Female,North America
21-30,HighSchool,Transport, Not-in-family, Male,North America
51-60,Dropout,Skilled Trade, Husband, Male,North America
51-60,10Th,Service, Unmarried, Female,North America
60+,HighSchool,Service, Husband, Male,North America
0-20,Dropout,Manual Labor, Own-child, Male,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
51-60,HighSchool,Clerical, Wife, Female,North America
41-50,HighSchool,Management, Not-in-family, Female,North America
41-50,10Th,Skilled Trade, Own-child, Male,North America
0-20,HighSchool,, Own-child, Female,North America
51-60,HighSchool,Professional, Not-in-family, Female,North America
21-30,HighSchool,Sales, Own-child, Male,North America
31-40,HighSchool,Service, Unmarried, Female,North America
31-40,HighSchool,, Wife, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,Service, Husband, Male,China
31-40,HighSchool,Clerical, Husband, Male,North America
41-50,Associate,Sales, Unmarried, Female,North America
31-40,HigherEd,Management, Not-in-family, Female,North America
21-30,HighSchool,Sales, Not-in-family, Male,North America
21-30,HighSchool,Clerical, Husband, Male,North America
31-40,HigherEd,Clerical, Husband, Male,North America
51-60,Prof-School,Professional, Not-in-family, Male,North America
31-40,Associate,Professional, Not-in-family, Female,North America
21-30,HighSchool,Service, Other-relative, Male,
0-20,HighSchool,Sales, Own-child, Female,North America
51-60,HigherEd,, Wife, Female,North America
41-50,HighSchool,Sales, Unmarried, Male,North America
0-20,HighSchool,Clerical, Own-child, Female,North America
31-40,HigherEd,Sales, Husband, Male,North America
41-50,HighSchool,Clerical, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HigherEd,Agriculture, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HigherEd,Clerical, Own-child, Female,North America
51-60,HighSchool,Clerical, Unmarried, Male,North America
41-50,HighSchool,Clerical, Husband, Male,Puerto-Rico
31-40,HigherEd,Professional, Not-in-family, Female,North America
21-30,HigherEd,Transport, Own-child, Male,North America
21-30,HighSchool,Service, Not-in-family, Male,North America
31-40,HighSchool,Manufacturing, Unmarried, Female,North America
41-50,HighSchool,Service, Not-in-family, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Manufacturing, Not-in-family, Male,North America
31-40,Prof-School,Professional, Husband, Male,North America
0-20,Dropout,Sales, Own-child, Male,North America
41-50,HighSchool,Transport, Husband, Male,North America
41-50,HigherEd,, Own-child, Female,North America
21-30,HighSchool,Clerical, Own-child, Male,North America
31-40,HigherEd,Skilled Trade, Husband, Male,Philippines
21-30,HighSchool,Sales, Own-child, Female,North America
51-60,10Th,Service, Not-in-family, Male,North America
41-50,HigherEd,Clerical, Not-in-family, Female,North America
51-60,HighSchool,Management, Not-in-family, Female,North America
60+,HighSchool,Service, Wife, Female,North America
21-30,HighSchool,Sales, Own-child, Male,North America
21-30,HighSchool,Agriculture, Own-child, Male,North America
21-30,Dropout,Agriculture, Unmarried, Male,North America
21-30,HighSchool,Manual Labor, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HigherEd,Skilled Trade, Husband, Male,North America
60+,HighSchool,Clerical, Husband, Male,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
31-40,HigherEd,Management, Not-in-family, Male,Iran
21-30,12Th,Manufacturing, Own-child, Male,North America
41-50,HighSchool,Management, Not-in-family, Female,North America
51-60,Dropout,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Professional, Unmarried, Female,North America
41-50,HighSchool,Transport, Wife, Female,North America
60+,Associate,Skilled Trade, Husband, Male,North America
51-60,10Th,Agriculture, Husband, Male,North America
51-60,Dropout,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
51-60,HighSchool,Professional, Not-in-family, Male,North America
60+,HighSchool,Clerical, Not-in-family, Female,North America
41-50,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Management, Husband, Male,North America
21-30,HighSchool,Management, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
51-60,HighSchool,Manual Labor, Unmarried, Male,North America
41-50,HighSchool,Service, Unmarried, Female,North America
60+,HighSchool,Clerical, Not-in-family, Female,North America
41-50,Associate,Skilled Trade, Other-relative, Male,North America
21-30,HighSchool,Sales, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
21-30,10Th,Manufacturing, Not-in-family, Female,North America
21-30,HigherEd,, Own-child, Female,North America
0-20,Dropout,Sales, Own-child, Female,North America
51-60,HigherEd,Skilled Trade, Husband, Male,North America
31-40,HighSchool,, Own-child, Female,North America
21-30,HighSchool,Manual Labor, Not-in-family, Male,North America
41-50,HigherEd,, Not-in-family, Male,North America
60+,HighSchool,Sales, Other-relative, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
0-20,HighSchool,Manual Labor, Other-relative, Male,North America
41-50,HighSchool,Sales, Not-in-family, Male,Latin America
31-40,HigherEd,Professional, Wife, Female,England
41-50,Dropout,Transport, Husband, Male,North America
51-60,Associate,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Service, Own-child, Male,North America
31-40,HighSchool,Service, Not-in-family, Female,North America
31-40,HighSchool,Service, Husband, Male,Haiti
51-60,HigherEd,Management, Husband, Male,North America
41-50,HigherEd,Sales, Husband, Male,North America
31-40,HigherEd,Sales, Unmarried, Male,
60+,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Transport, Not-in-family, Male,North America
41-50,HighSchool,Professional, Not-in-family, Female,North America
31-40,HigherEd,Tech-Support, Wife, Female,North America
41-50,Dropout,Skilled Trade, Other-relative, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,, Own-child, Male,North America
41-50,HigherEd,Service, Wife, Female,Japan
41-50,Dropout,Skilled Trade, Own-child, Male,North America
0-20,HighSchool,Clerical, Not-in-family, Male,North America
21-30,HighSchool,Clerical, Other-relative, Female,North America
21-30,HighSchool,Protective-Serv, Own-child, Female,North America
41-50,HigherEd,Professional, Not-in-family, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
0-20,10Th,Professional, Own-child, Female,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HighSchool,, Own-child, Male,North America
21-30,HighSchool,Service, Not-in-family, Male,North America
31-40,HighSchool,Management, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
21-30,HighSchool,Professional, Own-child, Female,North America
41-50,Associate,Sales, Husband, Male,North America
21-30,HighSchool,Manufacturing, Husband, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
31-40,Dropout,Sales, Husband, Male,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Management, Own-child, Male,North America
21-30,HighSchool,, Own-child, Female,North America
41-50,10Th,Manufacturing, Unmarried, Female,North America
41-50,HighSchool,Management, Not-in-family, Female,North America
41-50,HigherEd,Management, Unmarried, Female,North America
31-40,HigherEd,Agriculture, Husband, Male,North America
51-60,Dropout,Service, Other-relative, Female,North America
41-50,HighSchool,Agriculture, Other-relative, Male,North America
60+,HigherEd,, Husband, Male,Italy
31-40,HighSchool,Manual Labor, Not-in-family, Male,North America
31-40,Associate,Clerical, Not-in-family, Male,North America
60+,HigherEd,Sales, Not-in-family, Male,North America
21-30,Dropout,Transport, Own-child, Male,North America
21-30,HigherEd,Manufacturing, Other-relative, Male,North America
51-60,HighSchool,Skilled Trade, Not-in-family, Male,North America
60+,HigherEd,Professional, Unmarried, Female,Latin America
41-50,HigherEd,Professional, Husband, Male,North America
31-40,HigherEd,Clerical, Other-relative, Female,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Dropout,Manufacturing, Husband, Male,North America
60+,Prof-School,, Wife, Female,
21-30,HigherEd,Manufacturing, Not-in-family, Female,North America
41-50,HighSchool,Clerical, Husband, Male,North America
21-30,HigherEd,Professional, Unmarried, Female,North America
0-20,Dropout,, Own-child, Female,North America
51-60,HighSchool,Service, Not-in-family, Female,North America
21-30,HighSchool,Skilled Trade, Husband, Male,Poland
60+,HighSchool,Sales, Husband, Male,North America
21-30,HighSchool,Service, Own-child, Female,North America
31-40,5Th-6Th,Service, Husband, Male,Latin America
41-50,HighSchool,Management, Husband, Male,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
0-20,HighSchool,Service, Not-in-family, Female,North America
31-40,HighSchool,Professional, Husband, Male,Latin America
51-60,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HigherEd,Clerical, Not-in-family, Female,North America
41-50,Dropout,Manual Labor, Not-in-family, Male,North America
21-30,HighSchool,Clerical, Unmarried, Female,North America
21-30,12Th,Manual Labor, Own-child, Male,North America
31-40,HighSchool,Agriculture, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
31-40,HighSchool,Clerical, Husband, Male,England
60+,HighSchool,Manufacturing, Not-in-family, Male,North America
31-40,Dropout,Skilled Trade, Husband, Male,North America
41-50,Dropout,Manufacturing, Husband, Male,
41-50,HighSchool,Agriculture, Not-in-family, Male,North America
51-60,HighSchool,Professional, Not-in-family, Female,Vietnam
21-30,HighSchool,Sales, Own-child, Male,North America
31-40,HighSchool,Tech-Support, Husband, Male,North America
41-50,HighSchool,Professional, Husband, Male,Scotland
51-60,HighSchool,Management, Unmarried, Female,North America
41-50,HighSchool,Clerical, Not-in-family, Female,North America
41-50,Prof-School,Professional, Wife, Female,North America
31-40,HigherEd,Management, Husband, Male,North America
31-40,HigherEd,Clerical, Husband, Male,North America
41-50,HigherEd,Management, Not-in-family, Male,North America
51-60,HigherEd,Skilled Trade, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Dropout,Manufacturing, Husband, Male,North America
21-30,HighSchool,Manufacturing, Husband, Male,North America
0-20,Dropout,Clerical, Own-child, Female,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
41-50,Prof-School,Professional, Unmarried, Female,North America
41-50,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
60+,Dropout,Service, Husband, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
21-30,HigherEd,Service, Husband, Male,North America
51-60,HighSchool,Clerical, Wife, Female,North America
31-40,HigherEd,Professional, Not-in-family, Female,Philippines
31-40,Associate,Clerical, Not-in-family, Female,North America
21-30,Associate,Clerical, Not-in-family, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
31-40,HigherEd,Sales, Husband, Male,North America
31-40,HighSchool,Manufacturing, Unmarried, Male,North America
51-60,Associate,Service, Not-in-family, Male,North America
60+,HighSchool,Tech-Support, Husband, Male,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
31-40,Dropout,Sales, Not-in-family, Female,North America
51-60,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
31-40,Associate,Skilled Trade, Not-in-family, Male,North America
41-50,12Th,, Not-in-family, Female,Canada
31-40,HighSchool,Service, Unmarried, Female,North America
21-30,12Th,Management, Not-in-family, Male,England
60+,HighSchool,, Not-in-family, Female,North America
21-30,HighSchool,Sales, Unmarried, Female,North America
41-50,HighSchool,Service, Unmarried, Female,North America
21-30,HighSchool,Management, Own-child, Female,North America
31-40,HigherEd,Professional, Husband, Male,North America
21-30,5Th-6Th,Agriculture, Unmarried, Male,Guatemala
21-30,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Associate,Skilled Trade, Unmarried, Male,North America
60+,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
41-50,HighSchool,Clerical, Husband, Male,North America
21-30,HighSchool,Manufacturing, Not-in-family, Male,North America
41-50,Prof-School,Skilled Trade, Husband, Male,North America
60+,Dropout,Sales, Not-in-family, Male,North America
41-50,HigherEd,Professional, Own-child, Female,North America
51-60,HigherEd,Sales, Husband, Male,North America
41-50,Associate,Management, Not-in-family, Female,Latin America
51-60,Dropout,Manufacturing, Unmarried, Female,North America
41-50,HigherEd,Management, Unmarried, Male,Asia
21-30,10Th,Manual Labor, Not-in-family, Male,North America
60+,Dropout,Manual Labor, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Other-relative, Male,Ireland
60+,5Th-6Th,Service, Unmarried, Male,North America
41-50,HighSchool,Transport, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,Japan
60+,HigherEd,Clerical, Not-in-family, Female,North America
41-50,HighSchool,Service, Husband, Male,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
51-60,HighSchool,Manual Labor, Husband, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
41-50,HighSchool,Agriculture, Husband, Male,North America
0-20,Dropout,Service, Own-child, Female,North America
41-50,HighSchool,Transport, Not-in-family, Male,North America
51-60,HighSchool,Tech-Support, Husband, Male,North America
31-40,HighSchool,Manual Labor, Husband, Male,North America
60+,HighSchool,, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
41-50,HighSchool,, Not-in-family, Female,North America
31-40,HighSchool,Sales, Unmarried, Female,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
0-20,12Th,Service, Own-child, Female,North America
60+,Preschool,Professional, Husband, Male,Latin America
41-50,Prof-School,Professional, Not-in-family, Male,North America
31-40,Prof-School,Professional, Husband, Male,North America
21-30,HighSchool,Professional, Own-child, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Sales, Own-child, Female,North America
31-40,HighSchool,Manual Labor, Other-relative, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Dropout,Manufacturing, Unmarried, Female,North America
31-40,HighSchool,Manufacturing, Own-child, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,Latin America
21-30,HighSchool,Service, Own-child, Female,North America
31-40,HighSchool,Professional, Husband, Male,North America
31-40,HighSchool,Transport, Unmarried, Female,Puerto-Rico
41-50,HighSchool,Clerical, Not-in-family, Female,North America
21-30,Dropout,Agriculture, Other-relative, Male,Latin America
31-40,HighSchool,Agriculture, Husband, Male,North America
60+,HighSchool,Sales, Husband, Male,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Clerical, Wife, Female,North America
31-40,10Th,Service, Husband, Male,North America
60+,HigherEd,Management, Not-in-family, Female,North America
51-60,HighSchool,Management, Not-in-family, Female,North America
60+,HighSchool,Sales, Not-in-family, Female,North America
51-60,Dropout,Professional, Husband, Male,
31-40,Prof-School,Professional, Husband, Male,Asia
21-30,HighSchool,Skilled Trade, Own-child, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
31-40,Associate,Professional, Unmarried, Female,North America
0-20,Dropout,Sales, Unmarried, Female,North America
41-50,HighSchool,Professional, Husband, Male,North America
21-30,HighSchool,Protective-Serv, Unmarried, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,, Wife, Female,North America
0-20,HighSchool,Service, Own-child, Female,North America
21-30,HighSchool,Management, Not-in-family, Male,North America
31-40,HigherEd,Sales, Not-in-family, Male,North America
21-30,HighSchool,Service, Not-in-family, Female,North America
60+,Associate,Agriculture, Husband, Male,North America
51-60,Dropout,, Husband, Male,
21-30,Dropout,Skilled Trade, Husband, Male,North America
60+,HighSchool,Clerical, Not-in-family, Female,North America
60+,HigherEd,Professional, Unmarried, Female,North America
51-60,HigherEd,Management, Husband, Male,North America
41-50,HigherEd,Tech-Support, Not-in-family, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Service, Not-in-family, Male,North America
31-40,HighSchool,Management, Wife, Female,North America
51-60,Associate,Skilled Trade, Husband, Male,North America
51-60,HigherEd,Management, Not-in-family, Female,North America
41-50,HigherEd,Sales, Husband, Male,North America
60+,HighSchool,Management, Not-in-family, Female,North America
31-40,HigherEd,Professional, Wife, Female,North America
31-40,HigherEd,Skilled Trade, Husband, Male,Cambodia
21-30,HighSchool,Sales, Own-child, Female,North America
31-40,HighSchool,Transport, Husband, Male,North America
60+,10Th,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Manufacturing, Own-child, Male,North America
31-40,HighSchool,Transport, Husband, Male,
41-50,HigherEd,Professional, Not-in-family, Female,North America
41-50,Dropout,Service, Other-relative, Male,North America
51-60,HighSchool,Service, Other-relative, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
60+,5Th-6Th,Agriculture, Husband, Male,North America
41-50,Associate,Manual Labor, Husband, Male,North America
41-50,HighSchool,Manufacturing, Other-relative, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,Management, Not-in-family, Female,North America
31-40,1St-4Th,Agriculture, Other-relative, Male,Latin America
31-40,Associate,Protective-Serv, Husband, Male,North America
31-40,10Th,Skilled Trade, Husband, Male,Latin America
41-50,HigherEd,Professional, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
51-60,HighSchool,Sales, Unmarried, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
51-60,10Th,Transport, Husband, Male,North America
21-30,Dropout,Manual Labor, Own-child, Male,North America
21-30,HighSchool,Service, Not-in-family, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
21-30,Associate,Skilled Trade, Husband, Male,North America
21-30,HigherEd,Sales, Husband, Male,North America
41-50,HighSchool,Clerical, Not-in-family, Male,North America
31-40,HighSchool,Clerical, Own-child, Female,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
51-60,HigherEd,, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Own-child, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
21-30,HighSchool,, Own-child, Male,North America
31-40,HighSchool,Service, Husband, Male,
41-50,Dropout,Protective-Serv, Husband, Male,North America
41-50,Associate,Professional, Not-in-family, Female,Dominican-Republic
41-50,Associate,Management, Not-in-family, Female,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
41-50,HigherEd,Professional, Unmarried, Female,North America
51-60,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,Clerical, Other-relative, Female,North America
21-30,HighSchool,Service, Own-child, Male,North America
51-60,10Th,Skilled Trade, Unmarried, Female,North America
51-60,HighSchool,Manufacturing, Husband, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
31-40,HigherEd,Professional, Husband, Male,Thailand
21-30,HighSchool,, Own-child, Male,North America
51-60,Prof-School,Professional, Husband, Male,North America
41-50,HigherEd,Agriculture, Husband, Male,North America
31-40,HighSchool,Manufacturing, Not-in-family, Male,North America
21-30,Associate,Manual Labor, Husband, Male,North America
31-40,HigherEd,Agriculture, Husband, Male,Yugoslavia
0-20,HighSchool,Service, Own-child, Male,North America
21-30,HighSchool,, Unmarried, Female,North America
31-40,HigherEd,Protective-Serv, Husband, Male,North America
31-40,HigherEd,Management, Other-relative, Female,North America
21-30,HighSchool,Protective-Serv, Own-child, Male,North America
31-40,HigherEd,Clerical, Wife, Female,Germany
31-40,HighSchool,Professional, Husband, Male,North America
31-40,HigherEd,Management, Husband, Male,Canada
21-30,Associate,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Professional, Husband, Male,North America
31-40,HighSchool,Protective-Serv, Unmarried, Female,North America
41-50,HighSchool,Service, Husband, Male,China
41-50,HigherEd,Professional, Husband, Male,North America
60+,HigherEd,, Husband, Male,North America
31-40,HigherEd,Clerical, Own-child, Female,North America
21-30,Dropout,Transport, Husband, Male,North America
41-50,HighSchool,Service, Wife, Female,North America
21-30,HighSchool,Protective-Serv, Not-in-family, Male,North America
60+,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Manufacturing, Other-relative, Male,North America
0-20,12Th,Skilled Trade, Own-child, Male,North America
31-40,HigherEd,Manual Labor, Husband, Male,North America
21-30,HighSchool,Sales, Unmarried, Female,North America
21-30,HighSchool,Manual Labor, Husband, Male,Latin America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
60+,HigherEd,, Husband, Male,North America
41-50,HighSchool,Clerical, Wife, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
41-50,HighSchool,Transport, Husband, Male,North America
31-40,HighSchool,Clerical, Other-relative, Female,North America
31-40,HigherEd,Professional, Husband, Male,Italy
51-60,HigherEd,Transport, Not-in-family, Male,North America
60+,HighSchool,Agriculture, Not-in-family, Male,North America
60+,HigherEd,Sales, Husband, Male,North America
41-50,HighSchool,Service, Not-in-family, Female,North America
60+,HigherEd,Service, Unmarried, Female,North America
31-40,HighSchool,Clerical, Wife, Female,North America
31-40,HighSchool,Service, Own-child, Female,North America
21-30,HigherEd,Clerical, Husband, Male,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Manufacturing, Unmarried, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Agriculture, Husband, Male,North America
0-20,Dropout,Service, Own-child, Male,North America
51-60,HighSchool,, Not-in-family, Female,North America
31-40,Dropout,Agriculture, Husband, Male,Latin America
21-30,10Th,Skilled Trade, Not-in-family, Male,North America
41-50,HigherEd,Professional, Wife, Female,North America
41-50,Associate,Tech-Support, Husband, Male,North America
41-50,HighSchool,Tech-Support, Husband, Male,North America
31-40,Associate,Tech-Support, Wife, Female,North America
41-50,HigherEd,Clerical, Wife, Female,North America
41-50,HigherEd,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Service, Own-child, Female,North America
31-40,Dropout,Transport, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
60+,HighSchool,, Wife, Female,North America
31-40,Associate,Transport, Husband, Male,North America
60+,HigherEd,Professional, Wife, Female,North America
21-30,HigherEd,Professional, Own-child, Female,North America
0-20,HighSchool,, Other-relative, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HighSchool,Professional, Own-child, Female,North America
21-30,Dropout,Management, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Own-child, Female,North America
41-50,HigherEd,Professional, Unmarried, Female,North America
21-30,HighSchool,Transport, Husband, Male,North America
41-50,Associate,Service, Wife, Female,North America
41-50,Associate,Agriculture, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,Germany
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
31-40,Dropout,Sales, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Female,North America
31-40,HighSchool,Transport, Husband, Male,North America
